Date,price
2009-01-01,19.398202896118164
2009-01-04,19.415084838867188
2009-01-05,19.555679321289062
2009-01-06,19.741283416748047
2009-01-07,19.313844680786133
2009-01-08,19.516315460205078
2009-01-11,18.99325180053711
2009-01-12,19.077619552612305
2009-01-13,19.25760269165039
2009-01-14,18.47581672668457
2009-01-15,18.723295211791992
2009-01-18,18.74578857421875
2009-01-19,18.17211151123047
2009-01-20,18.155241012573242
2009-01-21,18.194610595703125
2009-01-22,17.879642486572266
2009-01-26,17.964012145996094
2009-01-27,18.256473541259766
2009-01-28,18.397079467773438
2009-01-29,18.509572982788086
2009-02-01,18.363332748413086
2009-02-02,18.33521842956543
2009-02-03,18.009008407592773
2009-02-04,17.91901397705078
2009-02-05,18.110246658325195
2009-02-08,18.436447143554688
2009-02-09,18.267728805541992
2009-02-10,18.2508487701416
2009-02-11,18.346460342407227
2009-02-12,18.616426467895508
2009-02-15,18.419578552246094
2009-02-16,18.160856246948242
2009-02-17,17.845901489257812
2009-02-18,18.110246658325195
2009-02-19,17.834651947021484
2009-02-22,17.649049758911133
2009-02-23,17.620925903320312
2009-02-24,17.5759334564209
2009-02-25,17.604053497314453
2009-02-26,17.401578903198242
2009-03-01,17.165359497070312
2009-03-02,17.002256393432617
2009-03-03,17.097867965698242
2009-03-04,16.856019973754883
2009-03-05,16.709789276123047
2009-03-08,16.61979866027832
2009-03-09,17.407197952270508
2009-03-10,17.29471778869629
2009-03-11,17.182235717773438
2009-03-12,17.744657516479492
2009-03-15,17.823406219482422
2009-03-16,18.73454475402832
2009-03-17,18.357711791992188
2009-03-18,18.565811157226562
2009-03-19,18.436447143554688
2009-03-22,19.572559356689453
2009-03-23,19.094497680664062
2009-03-24,19.22947883605957
2009-03-25,19.460071563720703
2009-03-26,19.60068130493164
2009-03-29,19.741283416748047
2009-03-30,18.97638702392578
2009-03-31,19.398202896118164
2009-04-01,19.538814544677734
2009-04-02,19.988759994506836
2009-04-06,20.03375244140625
2009-04-07,19.67380142211914
2009-04-08,19.25760269165039
2009-04-09,19.5444393157959
2009-04-14,19.859392166137695
2009-04-15,20.18560791015625
2009-04-16,20.089998245239258
2009-04-17,20.06749725341797
2009-04-20,20.061866760253906
2009-04-21,19.662548065185547
2009-04-22,19.51068878173828
2009-04-23,19.95500373840332
2009-04-24,19.977508544921875
2009-04-27,19.865020751953125
2009-04-28,19.752538681030273
2009-04-29,19.662548065185547
2009-04-30,20.106863021850586
2009-05-01,20.174354553222656
2009-05-04,20.641170501708984
2009-05-05,20.826778411865234
2009-05-06,20.899900436401367
2009-05-07,20.98988914489746
2009-05-08,21.03487777709961
2009-05-11,20.928009033203125
2009-05-12,20.646800994873047
2009-05-13,20.579313278198242
2009-05-14,20.151866912841797
2009-05-15,20.089998245239258
2009-05-18,19.9943904876709
2009-05-19,20.584936141967773
2009-05-20,20.466821670532227
2009-05-21,20.410581588745117
2009-05-22,20.106863021850586
2009-05-25,19.983135223388672
2009-05-26,20.224979400634766
2009-05-27,20.331838607788086
2009-05-28,20.2193546295166
2009-05-29,20.455575942993164
2009-06-01,20.81552505493164
2009-06-02,21.141735076904297
2009-06-03,21.434206008911133
2009-06-04,21.046125411987305
2009-06-05,21.259849548339844
2009-06-09,21.068626403808594
2009-06-10,21.53544044494629
2009-06-11,21.681673049926758
2009-06-12,21.76603889465332
2009-06-15,21.5860538482666
2009-06-16,21.220474243164062
2009-06-17,20.708667755126953
2009-06-18,20.905513763427734
2009-06-19,20.871774673461914
2009-06-22,20.984254837036133
2009-06-23,20.32059097290039
2009-06-24,20.03375244140625
2009-06-25,20.80991554260254
2009-06-26,20.534317016601562
2009-06-29,20.41620445251465
2009-06-30,20.725540161132812
2009-07-01,20.376834869384766
2009-07-02,20.40495491027832
2009-07-03,19.94375991821289
2009-07-06,19.91002082824707
2009-07-07,19.831281661987305
2009-07-08,19.803152084350586
2009-07-09,19.78628921508789
2009-07-10,19.932512283325195
2009-07-13,19.65692710876465
2009-07-14,20.32059097290039
2009-07-15,21.541059494018555
2009-07-16,21.023635864257812
2009-07-17,21.012380599975586
2009-07-20,21.29921531677246
